ue_id,cluster_id,x,y
0,0,4,3
1,0,4,6
2,0,4,6
3,0,4,7
4,0,4,8
5,0,5,4
6,0,5,5
7,0,5,5
8,0,5,5
9,0,5,6
10,0,5,6
11,0,5,6
12,0,5,7
13,0,5,7
14,0,5,7
15,0,5,8
16,0,6,3
17,0,6,4
18,0,6,4
19,0,6,5
20,0,6,5
21,0,6,5
22,0,6,6
23,0,6,6
24,0,6,6
25,0,6,6
26,0,6,7
27,0,6,7
28,0,6,7
29,0,6,8
30,0,6,8
31,0,7,3
32,0,7,4
33,0,7,5
34,0,7,5
35,0,7,5
36,0,7,6
37,0,7,6
38,0,7,6
39,0,7,7
40,0,7,7
41,0,7,7
42,0,7,8
43,3,7,18
44,3,7,21
45,3,7,21
46,3,7,22
47,3,7,23
48,0,8,4
49,0,8,5
50,0,8,6
51,0,8,6
52,0,8,7
53,3,8,19
54,3,8,20
55,3,8,20
56,3,8,20
57,3,8,21
58,3,8,21
59,3,8,21
60,3,8,22
61,3,8,22
62,3,8,22
63,3,8,23
64,0,9,3
65,0,9,4
66,0,9,6
67,0,9,7
68,0,9,8
69,3,9,18
70,3,9,19
71,3,9,19
72,3,9,20
73,3,9,20
74,3,9,20
75,3,9,21
76,3,9,21
77,3,9,21
78,3,9,21
79,3,9,22
80,3,9,22
81,3,9,22
82,3,9,23
83,3,9,23
84,3,10,18
85,3,10,19
86,3,10,20
87,3,10,20
88,3,10,20
89,3,10,21
90,3,10,21
91,3,10,21
92,3,10,22
93,3,10,22
94,3,10,22
95,3,10,23
96,3,11,19
97,3,11,20
98,3,11,21
99,3,11,21
100,3,11,22
101,3,12,18
102,3,12,19
103,3,12,21
104,3,12,22
105,3,12,23
106,1,17,1
107,1,17,4
108,1,17,4
109,1,17,5
110,1,17,6
111,1,18,2
112,1,18,3
113,1,18,3
114,1,18,3
115,1,18,4
116,1,18,4
117,1,18,4
118,1,18,5
119,1,18,5
120,1,18,5
121,1,18,6
122,1,19,1
123,1,19,2
124,1,19,2
125,1,19,3
126,1,19,3
127,1,19,3
128,1,19,4
129,1,19,4
130,1,19,4
131,1,19,4
132,1,19,5
133,1,19,5
134,1,19,5
135,1,19,6
136,1,19,6
137,1,20,1
138,1,20,2
139,1,20,3
140,1,20,3
141,1,20,3
142,1,20,4
143,1,20,4
144,1,20,4
145,1,20,5
146,1,20,5
147,1,20,5
148,1,20,6
149,1,21,2
150,1,21,3
151,1,21,4
152,1,21,4
153,1,21,5
154,1,22,1
155,1,22,2
156,1,22,4
157,1,22,5
158,1,22,6
159,2,30,3
160,2,30,6
161,2,30,6
162,2,30,7
163,2,30,8
164,2,31,4
165,2,31,5
166,2,31,5
167,2,31,5
168,2,31,6
169,2,31,6
170,2,31,6
171,2,31,7
172,2,31,7
173,2,31,7
174,2,31,8
175,2,32,3
176,2,32,4
177,2,32,4
178,2,32,5
179,2,32,5
180,2,32,5
181,2,32,6
182,2,32,6
183,2,32,6
184,2,32,6
185,2,32,7
186,2,32,7
187,2,32,7
188,2,32,8
189,2,32,8
190,2,33,3
191,2,33,4
192,2,33,5
193,2,33,5
194,2,33,5
195,2,33,6
196,2,33,6
197,2,33,6
198,2,33,7
199,2,33,7
200,2,33,7
201,2,33,8
202,2,34,4
203,2,34,5
204,2,34,6
205,2,34,6
206,2,34,7
207,2,35,3
208,2,35,4
209,2,35,6
210,2,35,7
211,2,35,8
