ue_id,cluster_id,x,y
0,6,2,12
1,6,2,15
2,6,2,15
3,6,2,16
4,6,2,17
5,6,3,13
6,6,3,14
7,6,3,14
8,6,3,14
9,6,3,15
10,6,3,15
11,6,3,15
12,6,3,16
13,6,3,16
14,6,3,16
15,6,3,17
16,0,4,3
17,0,4,6
18,0,4,6
19,0,4,7
20,0,4,8
21,6,4,12
22,6,4,13
23,6,4,13
24,6,4,14
25,6,4,14
26,6,4,14
27,6,4,15
28,6,4,15
29,6,4,15
30,6,4,15
31,6,4,16
32,6,4,16
33,6,4,16
34,6,4,17
35,6,4,17
36,0,5,4
37,0,5,5
38,0,5,5
39,0,5,5
40,0,5,6
41,0,5,6
42,0,5,6
43,0,5,7
44,0,5,7
45,0,5,7
46,0,5,8
47,6,5,12
48,6,5,13
49,6,5,14
50,6,5,14
51,6,5,14
52,6,5,15
53,6,5,15
54,6,5,15
55,6,5,16
56,6,5,16
57,6,5,16
58,6,5,17
59,0,6,3
60,0,6,4
61,0,6,4
62,0,6,5
63,0,6,5
64,0,6,5
65,0,6,6
66,0,6,6
67,0,6,6
68,0,6,6
69,0,6,7
70,0,6,7
71,0,6,7
72,0,6,8
73,0,6,8
74,6,6,13
75,6,6,14
76,6,6,15
77,6,6,15
78,6,6,16
79,0,7,3
80,0,7,4
81,0,7,5
82,0,7,5
83,0,7,5
84,0,7,6
85,0,7,6
86,0,7,6
87,0,7,7
88,0,7,7
89,0,7,7
90,0,7,8
91,6,7,12
92,1,7,13
93,6,7,15
94,6,7,16
95,6,7,17
96,3,7,18
97,3,7,21
98,3,7,21
99,3,7,22
100,3,7,23
101,0,8,4
102,0,8,5
103,0,8,6
104,0,8,6
105,0,8,7
106,3,8,19
107,3,8,20
108,3,8,20
109,3,8,20
110,3,8,21
111,3,8,21
112,3,8,21
113,3,8,22
114,3,8,22
115,3,8,22
116,3,8,23
117,0,9,3
118,0,9,4
119,0,9,6
120,0,9,7
121,0,9,8
122,3,9,18
123,3,9,19
124,3,9,19
125,3,9,20
126,3,9,20
127,3,9,20
128,3,9,21
129,3,9,21
130,3,9,21
131,3,9,21
132,3,9,22
133,3,9,22
134,3,9,22
135,3,9,23
136,3,9,23
137,3,10,18
138,3,10,19
139,3,10,20
140,3,10,20
141,3,10,20
142,3,10,21
143,3,10,21
144,3,10,21
145,3,10,22
146,3,10,22
147,3,10,22
148,3,10,23
149,3,11,19
150,3,11,20
151,3,11,21
152,3,11,21
153,3,11,22
154,3,12,18
155,3,12,19
156,3,12,21
157,3,12,22
158,3,12,23
159,1,17,1
160,1,17,4
161,1,17,4
162,1,17,5
163,1,17,6
164,1,18,2
165,1,18,3
166,1,18,3
167,1,18,3
168,1,18,4
169,1,18,4
170,1,18,4
171,1,18,5
172,1,18,5
173,1,18,5
174,1,18,6
175,1,19,1
176,1,19,2
177,1,19,2
178,1,19,3
179,1,19,3
180,1,19,3
181,1,19,4
182,1,19,4
183,1,19,4
184,1,19,4
185,1,19,5
186,1,19,5
187,1,19,5
188,1,19,6
189,1,19,6
190,1,20,1
191,1,20,2
192,1,20,3
193,1,20,3
194,1,20,3
195,1,20,4
196,1,20,4
197,1,20,4
198,1,20,5
199,1,20,5
200,1,20,5
201,1,20,6
202,4,20,21
203,4,20,24
204,4,20,24
205,4,20,25
206,4,20,26
207,1,21,2
208,1,21,3
209,1,21,4
210,1,21,4
211,1,21,5
212,4,21,22
213,4,21,23
214,4,21,23
215,4,21,23
216,4,21,24
217,4,21,24
218,4,21,24
219,4,21,25
220,4,21,25
221,4,21,25
222,4,21,26
223,1,22,1
224,1,22,2
225,1,22,4
226,1,22,5
227,1,22,6
228,4,22,21
229,4,22,22
230,4,22,22
231,4,22,23
232,4,22,23
233,4,22,23
234,4,22,24
235,4,22,24
236,4,22,24
